+_BsmtFinSF1_OverallQual,+_GrLivArea_OverallQual,+_TotalHouse_OverallQual,-_Functional_OverallQual,-_Functional_TotalHouse,-_LotArea_OverallQual,-_TotalHouse_LotArea,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Bsmt,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,EnclosedPorch,ExterCond,ExterQual,Exterior1st_0,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_0,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_0,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,PorchArea,RoofMatl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Rooms,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_0,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street,TotRmsAbvGrd,TotalArea,TotalBsmtSF,TotalHouse,TotalPlace,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,LotFrontage,MasVnrArea,MasVnrType,Electrical
8.505727713306959,9.39024233725137,9.796069365768835,15.0,9.929593799620607,10.987848775434378,9.307194813340065,6.75343791859778,6.75110146893676,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.75343791859778,1.3862943611198906,0.6931471805599453,6.561030665896573,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,5.017279836814924,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.1972245773362196,548.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,90.0,7.444833273892193,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.042040056544483,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127134385045092,5.0,7.0,1.3862943611198906,0.0,0.0,4.127134385045092,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,8.0,8.043984431221553,6.75343791859778,7.8504931808711405,8.063377822367027,1.6094379124341003,0.0,104.0,53.0,2.0,65.0,196.0,3.0,5.0
8.677439540558334,8.932344569113823,9.625425723461337,14.0,9.913091288678823,10.961295207644392,9.403024715805683,7.141245122350491,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.141245122350491,1.3862943611198906,1.6094379124341003,6.88653164253051,0.0,5.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,5.652489180268651,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,2.1972245773362196,460.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,63.0,7.141245122350491,0.0,1.791759469228055,5.0,0.6931471805599453,0.6931471805599453,3.0,1.6094379124341003,1.3862943611198906,9.169622538697624,1.0986122886681098,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,1.3862943611198906,0.0,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,6.0,8.001355025826703,7.141245122350491,7.83399634170946,8.001355025826703,1.6094379124341003,5.700443573390687,77.0,26.0,1.0,80.0,0.0,1.0,5.0
8.132412674500905,9.433723894495,9.849189749128278,15.0,9.98271454298743,11.274046255019954,9.543736453508645,6.825460036255307,6.7650389767805414,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.825460036255307,1.3862943611198906,1.0986122886681098,6.18826412308259,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,6.075346031088684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.1972245773362196,608.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,88.0,7.488293515159428,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.328212292571072,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7612001156935624,5.0,7.0,1.3862943611198906,0.0,0.0,3.7612001156935624,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,6.0,8.106212902619962,6.825460036255307,7.903596289614301,8.118802996980035,1.6094379124341003,0.0,102.0,52.0,2.0,68.0,162.0,3.0,5.0
7.321849713788356,9.394327208089198,9.759155181646207,15.0,9.892679353819524,11.110221541281334,9.39465993143281,6.8690144506657065,6.6293632534374485,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.6293632534374485,1.6094379124341003,0.6931471805599453,5.37989735354046,0.0,5.0,0.6931471805599453,1.0,0.0,1.3862943611198906,6.293419278846481,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.60947179518496,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,1.0,2.1972245773362196,642.0,3.0,1.3862943611198906,1.0,1.3862943611198906,1.0,85.0,7.4489161025442,0.0,1.791759469228055,4.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.164401140034737,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.0,7.0,1.3862943611198906,0.0,0.0,5.730099782973574,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,7.0,8.044305406990638,6.6293632534374485,7.813591552952433,8.138272638530186,1.6094379124341003,0.0,19.0,20.0,0.0,60.0,0.0,1.0,5.0
8.564267598802166,9.774801544908083,10.19410281896535,16.0,10.19410281896535,11.644664001388104,9.775881427930981,7.044032897274685,6.960347729101308,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.044032897274685,1.3862943611198906,1.3862943611198906,6.486160788944089,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,6.19644412779452,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.1972245773362196,836.0,3.0,1.3862943611198906,2.0,1.3862943611198906,5.0,87.0,7.695757990554761,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.565283817736766,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442651256490317,5.0,8.0,1.3862943611198906,0.0,0.0,4.442651256490317,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,9.0,8.338066525518801,7.044032897274685,8.114922974204593,8.357962965845681,1.6094379124341003,5.262690188904886,101.0,50.0,2.0,84.0,350.0,3.0,5.0
8.205491613120236,8.826294231241318,9.286467732363734,13.0,9.756436609824092,11.164445422344722,9.697324021256602,6.680854678790215,6.340359303727752,5.771441123130016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.680854678790215,1.3862943611198906,0.6931471805599453,6.597145701886651,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,4.174387269895637,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3862943611198906,0.0,0.0,1.0,1.0,2.1972245773362196,480.0,2.0,1.3862943611198906,1.0,1.3862943611198906,5.0,80.0,7.217443431696533,1.0,1.791759469228055,5.0,1.0986122886681098,0.6931471805599453,3.0,1.6094379124341003,1.3862943611198906,9.55506418479516,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.55250788703459,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4339872044851463,5.0,5.0,1.3862943611198906,0.0,0.0,5.860786223465865,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,5.0,7.878155336503324,6.680854678790215,7.677400430514807,8.002694162283937,1.6094379124341003,3.713572066704308,94.0,45.0,3.0,85.0,0.0,1.0,5.0
9.301368670323747,9.514363204016016,10.205109511721595,16.0,10.205109511721595,11.29815922578547,9.5078490052457,7.43543801981455,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.430707082545968,1.3862943611198906,1.3862943611198906,7.222566018822171,0.0,6.0,0.6931471805599453,1.0,0.0,1.791759469228055,5.762051382780177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,2.1972245773362196,636.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,91.0,7.43543801981455,0.0,1.791759469228055,5.0,0.6931471805599453,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.218804450388312,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.060443010546419,5.0,8.0,1.3862943611198906,0.0,0.0,4.060443010546419,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,7.0,8.298290634359283,7.430707082545968,8.125926802707886,8.31238059678675,1.6094379124341003,5.545177444479562,105.0,55.0,1.0,75.0,186.0,5.0,5.0
8.701845363548474,9.590897844378162,10.015922981865916,15.0,10.149448789130783,11.193752725427077,9.516353401112687,7.010311867307229,6.891625897052253,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.010311867307229,1.3862943611198906,1.0986122886681098,6.756932389247553,3.4965075614664802,5.0,1.6094379124341003,1.0,0.0,1.6094379124341003,5.37989735354046,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,2.1972245773362196,484.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,60.0,7.645397699428633,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,3.0,1.6094379124341003,1.3862943611198906,9.247925132303454,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.860786223465865,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3230099791384085,6.0,7.0,1.3862943611198906,0.0,0.0,6.07073772800249,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,7.0,8.211211361793023,7.010311867307229,8.0702808933939,8.322151070212902,1.6094379124341003,5.4638318050256105,74.0,23.0,3.0,78.83511455995392,240.0,5.0,5.0
0.0,9.426982836948033,9.856553165346915,14.0,9.856553165346915,10.665250866959651,9.087833697483386,6.930494765951626,6.6240652277998935,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.859614903654202,1.3862943611198906,0.6931471805599453,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,1.3862943611198906,6.859614903654202,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.327876168789581,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,2.0794415416798357,468.0,2.0,1.3862943611198906,1.0,1.0986122886681098,1.0,20.0,7.4815557019095165,0.0,1.791759469228055,4.0,1.0986122886681098,1.0986122886681098,3.0,1.6094379124341003,1.3862943611198906,8.71948076085107,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.3862943611198906,0.0,0.0,5.327876168789581,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,8.0,8.069342366811636,6.859614903654202,7.910957382845589,8.131530710604252,1.6094379124341003,4.51085950651685,35.0,0.0,2.0,51.0,0.0,1.0,2.0
8.35608503102148,8.591558273371545,9.243871855184976,13.0,9.713839220355712,10.521399202410167,9.15788851197376,6.982862751468942,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.899723107284872,1.3862943611198906,0.6931471805599453,6.747586526829315,0.0,6.0,0.6931471805599453,1.0,0.0,1.3862943611198906,4.948759890378168,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,2.1972245773362196,205.0,1.0,1.3862943611198906,2.0,1.6094379124341003,5.0,28.0,6.982862751468942,0.0,1.791759469228055,5.0,1.3862943611198906,1.0986122886681098,3.0,1.6094379124341003,1.3862943611198906,8.912069097970134,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,6.0,5.0,1.3862943611198906,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,5.0,7.729295674310482,6.899723107284872,7.634820677745543,7.731053144007127,1.6094379124341003,0.0,42.0,0.0,2.0,50.0,0.0,1.0,5.0
